TailNumber,Origin,Destination,TravelDate,TravelTime,SeatPrice,Capacity,AircraftName,FirstName,LastName,DOB
Z2791,MCO,EWR,2020-03-30,9,192.0,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,MCO,FLL,2020-03-25,3,72.12,29,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
N3093,LAS,DTW,2020-03-02,9,308.88,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
N2413,SEA,FLL,2019-08-25,7,468.23,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
M2286,MCO,CLT,2019-10-09,2,461.56,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,ATL,MIA,2019-10-12,10,471.75,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,ORD,PHL,2019-10-05,1,497.4,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
M2286,LAS,CLT,2020-01-22,3,80.74,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,LAS,MSP,2020-03-08,4,380.44,211,Airbus-A330,Emily,Anderson,MTk5My0wMy0yMA==
D3204,ORD,CLT,2020-02-29,3,189.27,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,SFO,IAH,2019-10-16,7,178.1,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,DEN,MIA,2019-11-15,10,460.73,46,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
O2806,DFW,PHL,2019-07-29,9,435.82,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,ATL,EWR,2020-03-02,8,435.43,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,ORD,PHX,2019-11-25,2,78.01,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
D3204,JFK,MIA,2019-11-30,4,173.43,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,ATL,FLL,2019-06-17,5,206.81,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,ORD,IAH,2019-09-06,4,210.8,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,LAX,PHX,2019-06-27,6,106.58,74,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,DFW,FLL,2019-11-06,6,333.67,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,SEA,CLT,2020-02-08,1,490.5,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,ATL,FLL,2019-10-12,7,208.28,211,Airbus-A330,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,JFK,EWR,2019-08-02,3,466.05,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,MCO,MIA,2019-12-27,4,71.0,75,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,LAS,PHX,2019-06-23,6,369.19,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,ATL,BOS,2019-09-19,8,233.74,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,ORD,PHX,2019-05-23,3,60.8,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,ATL,EWR,2019-11-21,7,315.73,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
U2698,SEA,CLT,2020-03-17,1,308.92,122,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,DEN,BOS,2019-11-09,7,462.44,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,MCO,CLT,2019-12-16,6,122.51,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,LAS,BOS,2019-06-05,7,276.44,133,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
X2978,ORD,EWR,2019-05-06,2,224.97,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,SEA,EWR,2020-04-04,6,205.09,75,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
D2204,DFW,BOS,2020-04-17,1,187.85,23,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
Q2705,JFK,BOS,2020-03-09,8,202.18,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
M2286,LAX,EWR,2019-05-11,4,329.22,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,SEA,IAH,2019-08-15,5,443.81,211,Airbus-A330,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,LAS,PHL,2019-07-23,8,121.97,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
V3243,LAX,PHL,2020-03-17,2,129.91,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
O2806,LAX,IAH,2020-02-05,3,441.43,133,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,JFK,IAH,2019-06-19,4,127.37,74,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,LAS,MIA,2020-01-19,1,338.31,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
D2204,DFW,CLT,2019-08-20,9,281.4,23,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,LAS,DTW,2020-03-12,6,214.29,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,ORD,BOS,2019-11-28,4,192.94,133,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,ORD,IAH,2019-11-12,4,237.67,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
R2942,DEN,DTW,2020-02-02,8,379.51,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
D2204,DFW,FLL,2019-12-31,2,59.54,23,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,JFK,MSP,2020-02-14,1,287.15,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
M2286,JFK,CLT,2019-06-01,9,267.96,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,JFK,FLL,2019-05-14,6,106.6,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,DEN,PHL,2020-04-18,7,390.65,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
Q2705,SFO,PHX,2020-04-24,8,321.09,125,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,JFK,BOS,2019-06-18,1,336.36,211,Airbus-A330,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,JFK,IAH,2020-04-05,6,209.36,59,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,LAS,MSP,2019-10-25,6,73.04,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
R2942,MCO,MSP,2019-11-20,9,449.01,204,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
D2204,SFO,BOS,2019-07-26,9,327.53,23,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,DEN,CLT,2019-12-10,8,102.89,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,MCO,IAH,2019-10-14,8,196.92,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
V2774,MCO,EWR,2019-11-28,7,372.44,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,SFO,CLT,2019-06-14,6,271.2,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N2355,SFO,PHL,2020-02-07,3,302.1,67,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,DEN,CLT,2020-03-11,3,73.57,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
U2999,ORD,FLL,2019-05-07,4,427.9,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,ATL,CLT,2019-08-29,2,356.83,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,LAX,DTW,2019-09-24,7,274.81,211,Airbus-A330,Emily,Anderson,MTk5My0wMy0yMA==
N2413,SFO,IAH,2020-03-04,8,290.88,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
K2295,DEN,PHX,2020-03-07,7,59.27,194,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,SEA,CLT,2020-01-19,6,107.38,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,DEN,MSP,2019-07-20,4,240.82,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
D2204,LAS,MSP,2019-06-02,8,195.72,23,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,ORD,PHX,2019-08-28,8,309.45,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,SFO,MIA,2019-09-05,8,472.42,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
K2295,MCO,MIA,2019-07-12,7,495.58,194,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,LAX,EWR,2019-07-17,8,444.68,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
O2858,SFO,BOS,2019-07-25,10,97.7,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
V3243,MCO,PHL,2019-05-26,6,99.03,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
R3228,SEA,IAH,2019-10-27,2,382.84,62,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,DFW,IAH,2019-05-05,9,166.77,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
N3093,DFW,DTW,2019-12-20,8,82.28,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,LAS,EWR,2019-09-25,9,394.69,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,ATL,DTW,2019-07-09,9,405.73,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,LAX,CLT,2019-08-17,5,367.22,89,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
D3204,JFK,IAH,2020-01-05,2,389.96,29,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,JFK,MIA,2020-03-07,1,440.28,133,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
N2355,LAS,CLT,2019-04-27,5,121.94,67,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
R3228,LAX,MIA,2019-07-09,3,70.84,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
O2806,DEN,CLT,2019-10-16,6,53.15,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,SFO,CLT,2019-09-15,3,273.09,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
U2698,DFW,MSP,2020-02-26,4,265.66,122,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
M2286,JFK,MIA,2019-12-03,1,128.05,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
Q2705,ORD,FLL,2019-10-11,7,263.18,125,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2698,MCO,CLT,2019-11-24,9,253.75,122,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,DFW,EWR,2020-01-01,9,225.35,114,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
U2999,LAX,CLT,2019-11-01,5,362.88,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
D3204,MCO,FLL,2019-10-27,6,320.41,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
N3093,LAX,BOS,2019-06-27,5,352.36,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
V2774,SEA,CLT,2019-09-25,3,109.12,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
N2355,JFK,PHX,2019-05-22,1,273.43,67,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,DEN,EWR,2019-09-18,5,93.42,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,JFK,PHL,2019-05-01,5,475.62,59,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
D2204,SFO,PHX,2019-10-12,5,486.42,23,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
R3228,ATL,MIA,2019-04-30,4,208.26,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
R3228,DFW,EWR,2019-11-23,6,221.17,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
X2978,DFW,DTW,2020-01-31,7,313.72,59,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
N3093,MCO,IAH,2019-11-20,6,278.21,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
K2295,SEA,BOS,2019-08-29,6,242.67,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,DEN,PHL,2020-01-16,5,466.22,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,ORD,PHL,2019-05-06,2,96.99,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
Z2791,SEA,MSP,2019-08-21,7,309.76,46,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
O2858,LAS,BOS,2019-11-18,10,224.64,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,ORD,MSP,2019-10-28,3,304.16,75,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,LAX,BOS,2019-12-10,3,374.93,29,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
N3093,SFO,BOS,2020-04-12,4,182.79,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
Z2791,LAS,EWR,2019-08-08,1,108.03,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,MCO,FLL,2019-09-15,6,311.78,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
U2808,LAX,IAH,2020-03-09,9,379.02,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
R3228,ORD,MIA,2019-11-15,1,473.2,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
T3231,SEA,FLL,2020-03-01,1,152.98,225,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,SFO,FLL,2019-06-15,8,221.36,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,LAX,CLT,2019-09-09,9,107.35,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
R3228,ORD,IAH,2019-09-28,9,162.94,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
D3204,SFO,IAH,2019-10-18,9,411.12,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,ORD,MSP,2020-04-06,1,413.87,225,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,SEA,BOS,2019-10-31,8,62.97,142,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,ATL,PHX,2020-02-08,10,301.05,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,ATL,IAH,2019-07-21,6,435.33,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,ATL,PHL,2019-09-10,9,497.37,67,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
O2858,SEA,PHL,2019-12-23,10,362.28,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
O2858,ATL,MIA,2019-07-05,7,192.01,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
U2698,SFO,PHL,2019-06-16,6,284.1,122,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,SFO,CLT,2020-03-18,8,331.14,62,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,JFK,DTW,2020-04-02,2,440.97,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,JFK,DTW,2019-05-12,4,98.38,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
Z2791,DFW,IAH,2019-07-26,8,239.05,46,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
N2413,LAS,IAH,2019-08-05,6,400.58,74,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
V2774,LAS,FLL,2019-09-18,9,493.77,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
N3093,ORD,EWR,2019-06-26,9,267.55,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
N3093,ATL,IAH,2019-08-26,10,316.02,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
D3204,DFW,BOS,2019-11-27,1,270.15,29,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
K2295,LAS,IAH,2019-09-08,5,389.4,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
R3228,SFO,EWR,2019-10-27,10,260.43,62,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,ORD,MSP,2019-06-20,9,290.77,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,JFK,DTW,2020-02-05,2,472.69,174,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
V3243,DFW,CLT,2019-12-26,2,357.21,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
O2858,ATL,EWR,2019-08-11,10,224.55,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,SEA,FLL,2020-01-12,8,250.91,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,DFW,MIA,2019-09-01,3,378.5,59,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,DEN,EWR,2019-11-08,10,241.34,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,JFK,IAH,2019-05-11,6,271.75,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,JFK,PHX,2019-11-01,4,385.7,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
R2942,DEN,DTW,2020-03-10,4,457.33,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
N3093,ORD,MIA,2019-09-14,9,457.57,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
N3093,MCO,EWR,2019-09-01,3,355.47,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
T3231,LAS,IAH,2020-02-26,10,385.87,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
D2204,DEN,PHL,2020-03-20,5,429.32,23,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,ORD,MIA,2020-04-04,3,269.08,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
R3228,JFK,FLL,2019-08-14,1,138.26,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,SEA,EWR,2019-10-15,2,434.2,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,LAX,CLT,2019-08-19,3,232.51,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,ORD,PHX,2020-02-26,4,146.5,204,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
V2774,DEN,CLT,2019-05-04,1,309.41,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,ORD,IAH,2020-04-20,9,338.27,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,DEN,EWR,2019-07-15,1,166.83,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,ORD,DTW,2020-03-12,4,420.53,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
R2942,MCO,MIA,2019-10-29,8,308.35,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,LAS,IAH,2020-04-14,4,138.57,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,DFW,PHL,2019-08-19,9,336.23,75,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,LAX,CLT,2019-09-22,1,217.3,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,DFW,PHX,2019-08-24,10,153.58,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,MCO,FLL,2019-12-07,9,145.86,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,LAS,MIA,2019-11-27,9,301.64,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
D2204,DEN,PHX,2020-04-13,4,220.44,23,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
O2858,ORD,FLL,2019-08-08,8,244.88,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,SEA,MSP,2019-10-27,1,181.56,204,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,JFK,MIA,2019-05-12,2,86.75,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,SEA,MSP,2019-09-24,9,282.58,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,DFW,MIA,2019-10-06,4,476.44,211,Airbus-A330,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,SEA,BOS,2019-05-18,5,432.06,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
M2286,SEA,MSP,2019-11-04,10,414.14,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
X2978,MCO,BOS,2020-01-13,5,381.63,59,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,DEN,EWR,2019-09-11,1,66.75,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
K2295,ATL,IAH,2019-10-31,6,493.37,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,SFO,EWR,2019-09-11,7,75.67,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
V2774,DFW,DTW,2019-08-04,3,168.04,142,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,SFO,EWR,2020-03-03,2,169.84,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,DEN,PHX,2019-09-10,6,69.87,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
D3204,DEN,MSP,2019-10-08,8,218.37,29,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,LAS,PHX,2020-02-03,8,496.97,133,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,SFO,EWR,2019-12-14,3,428.97,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,SEA,MSP,2019-04-29,10,68.74,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,ATL,PHL,2019-05-22,2,470.1,89,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
Q2705,LAS,PHX,2019-11-11,7,187.86,125,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,LAX,BOS,2019-12-18,10,115.73,125,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,LAS,FLL,2020-03-31,2,360.3,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,SFO,EWR,2019-11-27,6,116.69,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
N3093,DEN,DTW,2019-09-08,2,315.19,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
O2858,DEN,IAH,2020-04-16,1,297.35,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,SEA,FLL,2020-04-09,3,106.77,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,DEN,BOS,2019-09-02,3,207.74,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
N3093,ATL,BOS,2019-10-15,4,402.98,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,DFW,FLL,2019-11-25,8,92.7,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
O2858,DEN,PHX,2020-01-10,9,409.15,89,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
D2204,JFK,PHL,2019-10-28,5,261.35,23,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,ORD,EWR,2019-07-03,1,297.99,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,ORD,DTW,2019-09-01,3,434.54,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,ORD,MIA,2019-05-10,9,407.31,89,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
K2295,LAX,MIA,2019-12-15,9,285.49,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
N2355,SEA,PHX,2019-06-22,10,270.92,67,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
K2295,LAS,PHX,2020-04-15,1,432.5,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
N2413,LAX,BOS,2019-07-19,7,407.07,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
X2978,JFK,MIA,2019-09-23,6,88.27,59,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
O2858,ORD,CLT,2019-10-25,2,118.64,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
U2698,MCO,MSP,2019-07-28,7,431.88,122,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
R3228,LAX,EWR,2019-05-02,5,191.53,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,LAS,EWR,2020-01-25,3,177.25,74,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,SEA,PHX,2019-05-20,10,83.81,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
K2295,LAS,DTW,2020-04-12,4,494.96,194,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,DFW,EWR,2019-12-16,5,133.42,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,LAS,IAH,2020-02-16,5,279.12,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,LAX,IAH,2019-07-08,2,125.97,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,DFW,BOS,2020-01-16,6,339.67,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,SFO,MSP,2019-06-09,8,132.34,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,ATL,MSP,2019-09-17,1,268.42,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,LAS,PHX,2019-11-04,3,260.27,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,LAX,MSP,2019-04-27,1,103.35,204,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
U2999,MCO,BOS,2019-12-23,7,422.44,211,Airbus-A330,Emily,Anderson,MTk5My0wMy0yMA==
K2295,LAS,DTW,2020-04-21,4,256.65,194,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,DEN,PHL,2019-11-09,8,88.45,125,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
D2204,LAX,BOS,2019-08-03,2,310.52,23,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
Q2705,SEA,PHX,2020-03-08,5,62.84,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,ATL,MSP,2020-03-11,1,80.03,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
T3231,LAS,FLL,2019-07-24,8,98.42,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
